longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,,ocean_proximity,income_cat,,median_house_value,median_house_value prediction
-121.76,38.55,23,8800,1857,6330,1832,2.065,,INLAND,2,,219400,105224
-118.36,33.86,35,2126,434,1044,433,5.5456,,<1H OCEAN,4,,297400,322013
-119.72,36.32,40,1185,221,676,256,2.2721,,INLAND,2,,52600,60705
-117.12,32.59,28,2793,706,1825,676,2.6724,,NEAR OCEAN,2,,144500,151967
-122.26,37.54,5,3264,442,1607,453,9.1415,,NEAR BAY,5,,500001,473408.58
-117.58,34.1,4,6360,1584,3359,1396,3.5186,,INLAND,3,,127800,145875
-122.2,37.47,40,2959,389,985,365,9.9025,,NEAR BAY,5,,500001,500001
-116.9,34.69,10,337,102,108,50,0.4999,,INLAND,1,,55000,281585.43
-120.84,38.81,11,1280,286,609,248,3.1635,,INLAND,3,,132600,133256
-117.37,33.97,34,3676,697,2653,682,2.5804,,INLAND,2,,92400,106260
-117.02,32.71,30,3187,592,2082,631,3.5388,,NEAR OCEAN,3,,118500,123658
-118.21,33.92,37,1705,403,1839,410,2.5833,,<1H OCEAN,2,,132700,127229
-121.64,40.9,24,2237,434,834,318,1.7538,,INLAND,2,,90300,70964
-117.23,32.86,16,1675,354,604,332,5.2326,,NEAR OCEAN,4,,188300,250584
-122.92,38.97,20,2067,384,904,333,2.9934,,<1H OCEAN,2,,134200,142286
-118.36,34.09,34,2832,883,1594,843,1.7558,,<1H OCEAN,2,,312500,255765.03
-117.9,33.74,19,1566,379,1032,330,2.2105,,<1H OCEAN,2,,180400,164473
-121.02,39.27,52,3720,707,1424,609,3.2,,INLAND,3,,155000,149286
-122.19,37.76,52,2024,391,1030,350,2.4659,,NEAR BAY,2,,94700,109939
-122.15,37.67,35,2472,398,1171,390,5.5797,,NEAR BAY,4,,198100,278601
-119.18,34.16,12,460,101,405,103,5.2783,,NEAR OCEAN,4,,167400,360142.22
-122.53,37.93,37,1722,352,648,337,4.125,,NEAR BAY,3,,310300,362881.03
-117.67,33.55,6,3157,721,1695,710,3.7609,,<1H OCEAN,3,,222300,180695
-119.85,36.82,15,1387,236,638,195,5.5842,,INLAND,4,,88900,153694
-118.57,34.15,22,5791,706,2059,673,10.9201,,<1H OCEAN,5,,500001,500001
-117.88,33.83,22,3522,543,1706,524,6.4685,,<1H OCEAN,5,,241200,277376
-118.33,34.1,43,2732,1646,3049,1429,1.3157,,<1H OCEAN,1,,333300,269817.12
-117.8,33.75,29,3058,488,1197,474,5.3903,,<1H OCEAN,4,,286600,283274.06
-117.2,34.26,17,9419,1455,1382,459,6.2233,,INLAND,5,,230900,214336
-117.68,33.65,6,10395,1915,4783,1811,5.928,,<1H OCEAN,4,,239900,289633
-119.7,36.82,25,2379,540,1482,484,2.3173,,INLAND,2,,68200,68320
-118.37,34.04,25,542,161,442,131,2.25,,<1H OCEAN,2,,333300,197993.02
-121.63,39.18,13,1907,347,821,367,2.0978,,INLAND,2,,134000,85234
-118.97,35.38,32,1361,363,1483,297,1.625,,INLAND,2,,46800,49409
-121.75,39.4,29,1687,327,864,334,2.4943,,INLAND,2,,81900,77754
-122.32,37.55,46,1437,266,607,263,4.8068,,NEAR OCEAN,4,,369700,354750.07
-117.94,33.93,14,999,232,1037,244,2.7125,,<1H OCEAN,2,,166100,152007
-119.42,36.35,20,1469,303,1031,259,1.6645,,INLAND,2,,48000,58114
-122.31,38,29,3108,534,1687,516,4.3333,,NEAR BAY,3,,170800,176345
-119.96,38.94,27,1492,393,717,254,1.8906,,INLAND,2,,104200,101551.01
-117.04,34,21,4624,852,2174,812,3.5255,,INLAND,3,,132100,117279
-117.9,33.71,15,539,71,287,66,6.3427,,<1H OCEAN,5,,305200,287483.01
-122.46,37.88,35,2492,409,812,373,8.8386,,NEAR BAY,5,,500001,462826.47
-118.34,34.19,48,814,165,490,176,3.1406,,<1H OCEAN,3,,223100,249680.08
-118.36,34.2,14,1878,614,1874,559,2.5267,,<1H OCEAN,2,,231800,192980
-118.18,34.02,43,887,219,965,217,2.625,,<1H OCEAN,2,,133900,138687
-119.83,36.8,24,3756,681,1586,739,3.8571,,INLAND,3,,90100,91999
-118.13,33.84,48,1895,294,881,293,6.3364,,<1H OCEAN,5,,307400,395938.16
-122.71,38.43,38,1689,526,1071,529,1.5026,,<1H OCEAN,2,,124000,154950
-119.72,34.43,36,1156,309,521,304,2.6014,,<1H OCEAN,2,,320600,309231
-117.88,34.12,34,912,165,522,150,4.0417,,<1H OCEAN,3,,178000,169265
-117.23,32.74,16,735,139,299,134,4.6354,,NEAR OCEAN,4,,179200,241788.04
-122.46,37.66,15,6082,1284,3861,1198,5.4221,,NEAR OCEAN,4,,284700,276721
-121.96,37.23,36,4423,632,1719,608,7.8407,,<1H OCEAN,5,,476400,492272.93
-117.14,33.16,16,1660,,733,214,5.6874,,<1H OCEAN,4,,202700,259002.04
-121.29,37.87,29,488,108,308,115,2.6563,,INLAND,2,,103100,106522
-116.05,34.12,19,301,65,150,56,3.125,,INLAND,3,,65600,93614
-118.3,33.89,30,2756,858,1806,787,3.0329,,<1H OCEAN,3,,207800,199029
-122.38,37.58,52,2039,299,772,303,6.471,,NEAR OCEAN,5,,500001,443510.3
-122.26,37.83,52,2432,715,1377,696,2.5898,,NEAR BAY,2,,176000,208991
-117.46,34.1,35,908,226,667,203,2.5833,,INLAND,2,,93500,98498
-121.92,37.33,52,2962,557,1215,506,4.7768,,<1H OCEAN,4,,301100,318543.02
-122.07,37.69,29,2304,618,1021,552,2.5362,,NEAR BAY,2,,203800,194295
-119.84,36.85,8,3791,487,1424,475,10.5144,,INLAND,5,,345900,365136.42
-116.52,33.81,12,12396,2552,2548,1265,3.4394,,INLAND,3,,162200,143596
-122.68,38.07,26,1445,244,510,207,5.6305,,NEAR OCEAN,4,,430000,355692.06
-121.67,36.67,24,3071,544,1477,560,3.9219,,<1H OCEAN,3,,222500,200935
-118.21,33.95,32,1116,328,1265,302,2.295,,<1H OCEAN,2,,155200,144578
-121.98,37.28,28,3688,633,1877,620,5.7251,,<1H OCEAN,4,,272600,299213.02
-117.93,33.84,34,2160,298,852,305,6.0531,,<1H OCEAN,5,,287100,281296.02
-118.78,34.16,9,30405,4093,12873,3931,8.0137,,NEAR OCEAN,5,,399200,444324.34
-122.3,37.9,35,1102,308,688,303,2.3946,,NEAR BAY,2,,141700,161194
-119.23,34.42,16,630,117,343,100,5.75,,<1H OCEAN,4,,325000,304134.02
-122.53,41.81,21,2400,485,1109,443,1.7639,,INLAND,2,,55400,62161
-122.01,37.39,36,1976,361,1348,371,5.6447,,<1H OCEAN,4,,252600,279095.01
-122.34,37.94,47,2313,433,947,430,3.942,,NEAR BAY,3,,143300,161744.01
-121.62,36.71,24,4195,706,2200,647,4.3451,,<1H OCEAN,3,,177800,222558
-118.1,33.84,36,690,109,316,104,3.7813,,<1H OCEAN,3,,209100,197270
-122.5,37.75,45,1672,344,838,314,4.1419,,NEAR OCEAN,3,,291500,283826.01
-118.12,34.68,12,5319,875,2439,779,4.6629,,INLAND,4,,131500,151595
-117.31,33.24,6,1580,288,792,265,4.0469,,<1H OCEAN,3,,162400,188243.03
-120.79,37.08,9,97,20,91,22,2.9063,,INLAND,2,,55000,124314
-121.87,37.34,52,1170,215,604,207,2.6667,,<1H OCEAN,2,,325900,233142
-117.79,33.77,21,4349,553,1680,519,6.9014,,<1H OCEAN,5,,439000,306214
-122.52,37.96,35,2012,346,818,352,5.2818,,NEAR BAY,4,,331000,315160.05
-118.3,33.87,27,3144,722,1510,680,3.1597,,<1H OCEAN,3,,214700,229042
-118.05,34.06,45,531,164,722,166,2.1406,,<1H OCEAN,2,,162500,176819.02
-118.21,34.14,44,1681,407,1105,387,3.2222,,<1H OCEAN,3,,186500,197451
-117.98,33.78,31,2825,546,1908,563,3.9798,,<1H OCEAN,3,,187500,197203
-117.15,34.04,14,2845,420,1172,377,7.5822,,INLAND,5,,283100,268202
-118.11,33.81,37,1694,280,776,271,6.2187,,<1H OCEAN,5,,257900,391556.14
-118.48,34.21,25,2879,723,2077,649,3.3864,,<1H OCEAN,3,,197400,213092
-118.17,33.82,52,2539,497,1152,488,4.1354,,NEAR OCEAN,3,,268200,251807
-121.22,38.4,14,2655,441,1277,422,4.6989,,INLAND,4,,213800,171651
-118.19,34.12,46,3387,820,2833,813,2.987,,<1H OCEAN,2,,176900,194837
-117.71,34.08,26,2744,494,1411,465,4.2639,,INLAND,3,,154200,166113
-118.08,33.85,22,1055,204,682,216,6,,<1H OCEAN,4,,191300,269525.01
-118.4,33.87,45,2093,497,842,472,6.3231,,<1H OCEAN,5,,500001,446741.37
-117.4,34.04,17,1906,334,1550,338,3.025,,INLAND,3,,81800,106051
-123.5,39.67,22,2124,450,1122,446,2.1793,,INLAND,2,,71500,86248
-120.67,37.37,18,164,30,104,32,1.6607,,INLAND,2,,87500,114865
-121.48,38.54,41,3364,685,1841,626,2.1975,,INLAND,2,,73500,88194
-122.18,37.45,43,2061,437,817,385,4.4688,,NEAR BAY,3,,460200,395641.39
-117.01,32.76,34,3415,608,1464,593,4.0549,,<1H OCEAN,3,,223700,173421
-118.36,33.93,40,1625,500,2036,476,2.6298,,<1H OCEAN,2,,156500,175833
-122.71,38.34,22,1249,335,699,308,2.6033,,<1H OCEAN,2,,121600,176257
-118.51,34.2,35,1614,308,850,330,4.1806,,<1H OCEAN,3,,209000,213935
-118.56,34.18,36,1366,224,719,270,4.8264,,<1H OCEAN,4,,251000,239139
-122.09,37.35,30,1502,186,501,180,10.0259,,NEAR BAY,5,,500001,499543.99
-119.01,36.05,27,1127,294,839,276,1.3807,,INLAND,1,,53100,50656
-117.4,34.08,21,3622,667,2503,720,3.8531,,INLAND,3,,105400,124353
-118.41,34.24,38,490,101,402,100,3.125,,<1H OCEAN,3,,175900,227548
-117.9,33.74,18,1884,442,1915,442,2.3783,,<1H OCEAN,2,,166700,164926
-117.92,34.09,35,1810,318,1164,332,5.0123,,<1H OCEAN,4,,165700,207314
-122.28,37.52,29,1526,355,724,315,4.0313,,NEAR OCEAN,3,,435200,304816.01
-117.22,33.14,5,4576,848,2314,705,5.0123,,NEAR OCEAN,4,,210400,270840.04
-122.41,37.75,52,1678,386,1220,357,2.5809,,NEAR BAY,2,,255300,245024.02
-122.47,37.76,52,4001,809,1886,756,3.3239,,NEAR BAY,3,,350000,343294.01
-118.24,33.93,37,1027,258,824,248,1.5132,,<1H OCEAN,2,,86300,93030
-118.32,34.04,47,1989,532,1430,519,1.8333,,<1H OCEAN,2,,151100,149878
-120.27,37.12,17,3328,628,1580,619,2.9861,,INLAND,2,,81500,103485
-121.07,39.15,15,6828,1319,3002,1318,2.4726,,INLAND,2,,143400,121185
-122.27,37.82,43,1868,456,1061,407,1.5045,,NEAR BAY,2,,93800,137657
-120.43,37.35,15,1613,203,673,213,5.9378,,INLAND,4,,212200,174326
-122.47,37.79,52,2383,477,990,464,3.9688,,NEAR BAY,3,,483300,477262.68
-122.31,37.91,39,2955,696,1417,682,2.7628,,NEAR BAY,2,,167800,169419
-118.14,33.76,52,2677,642,1144,624,4.3889,,NEAR OCEAN,3,,378000,374806.01
-121.9,37.37,20,78,72,120,69,1.0938,,<1H OCEAN,1,,187500,272991.11
-118.01,33.84,28,4097,838,2112,803,4.5,,<1H OCEAN,3,,202100,200845
-117.7,33.57,4,3283,911,1512,782,3.3125,,<1H OCEAN,3,,138500,230173.04
-119.94,38.95,25,1789,536,1134,396,2.32,,INLAND,2,,91300,114200
-121.82,37.26,10,3030,574,1623,589,5.1356,,<1H OCEAN,4,,218700,264508.01
-121.24,38.78,18,549,143,249,136,0.8691,,INLAND,1,,136500,109180
-122.42,37.77,52,1925,568,867,515,2.879,,NEAR BAY,2,,450000,330969.06
-122.3,37.9,30,1772,471,880,437,2.2672,,NEAR BAY,2,,162500,170728
-118.15,33.78,13,3056,861,1600,824,3.3003,,NEAR OCEAN,3,,207800,236270
-117.88,33.87,35,1919,349,1302,345,5.6409,,<1H OCEAN,4,,190900,246272.01
-118.51,33.98,40,1901,679,865,587,2.3417,,<1H OCEAN,2,,425000,325896.02
-121.5,38.34,36,1212,255,569,256,2.0048,,INLAND,2,,72900,101463
-117.94,33.81,25,1731,482,1127,455,3.256,,<1H OCEAN,3,,214300,201347
-118.18,33.92,32,2035,519,2282,480,3.2734,,<1H OCEAN,3,,136400,154467
-122.33,40.6,5,6383,1206,2965,1141,3.8103,,INLAND,3,,111100,118389
-121.42,38.53,37,1958,367,1171,366,2.8298,,INLAND,2,,71200,88598
-118.19,33.83,30,2246,552,1032,548,3.5871,,NEAR OCEAN,3,,347100,304200.05
-122.69,38.27,32,2344,434,1066,384,4.0313,,<1H OCEAN,3,,285000,256875
-118.3,34.02,42,2386,670,2327,661,1.6699,,<1H OCEAN,2,,108000,129299
-117.77,33.67,12,4329,1068,1913,978,4.5094,,<1H OCEAN,4,,160200,251550.01
-117.98,33.9,6,1537,347,506,280,4.8264,,<1H OCEAN,4,,146800,225484.03
-122.28,37.81,17,1237,462,762,439,0.9241,,NEAR BAY,1,,177500,148450
-118.76,34.26,26,1750,284,962,278,4.5673,,<1H OCEAN,4,,190400,227442.05
-117.94,33.89,30,2577,404,1076,374,6.7528,,<1H OCEAN,5,,459600,372906.08
-121.27,38.75,21,4812,1117,1985,1045,2.5083,,INLAND,2,,128500,146114
-119.31,36.34,14,2985,607,2250,607,2.1602,,INLAND,2,,65200,80011
-117.11,32.73,27,3160,627,1628,612,3.8864,,NEAR OCEAN,3,,132600,135864
-118.17,34.05,45,733,178,715,165,2.5962,,<1H OCEAN,2,,124100,131098
-120.41,36.77,24,1335,312,1180,267,1.947,,INLAND,2,,68900,60641
-118.04,34.1,38,2317,451,1155,426,4.1488,,INLAND,3,,235300,275207
-117.87,33.99,21,2837,515,2031,555,4.9271,,<1H OCEAN,4,,209700,216521
-118.19,33.8,41,2125,591,1604,555,2.9943,,NEAR OCEAN,2,,190600,189207
-120.19,36.61,29,1479,338,1408,322,2.293,,INLAND,2,,57200,69270
-122.42,37.74,52,1916,432,889,424,4.0391,,NEAR BAY,3,,279900,291621.02
-117.65,33.48,6,1638,188,572,174,13.0502,,<1H OCEAN,5,,500001,482840.28
-122.03,37.55,22,9167,1373,4319,1404,6.992,,NEAR BAY,5,,284800,375625.1
-117.98,33.94,36,4297,717,2038,700,5.2851,,<1H OCEAN,4,,258800,224740
-122.41,37.76,52,3452,784,2987,753,2.8135,,NEAR BAY,2,,260300,315036
-118.06,34.12,34,2941,558,1660,576,4.5667,,INLAND,4,,271500,261332
-122.08,37.04,34,2800,577,1353,512,4.1161,,NEAR OCEAN,3,,220900,251482
-118.41,34.02,16,5825,1866,3390,1752,3.0965,,<1H OCEAN,3,,320000,307944.08
-121.46,38.66,3,3438,603,1602,554,3.9914,,INLAND,3,,120500,135440
-121.1,39.15,10,680,143,354,140,4.0333,,INLAND,3,,161500,164862
-118.32,33.83,19,3792,790,2105,834,5.2363,,<1H OCEAN,4,,310000,327513.03
-117.78,33.71,4,974,232,428,203,4.6141,,<1H OCEAN,4,,195400,203885.07
-119.71,36.8,25,875,156,646,166,3,,INLAND,2,,72800,87235
-121.92,37.31,13,6035,1551,2946,1481,4.0524,,<1H OCEAN,3,,213900,255926
-121.28,38.7,14,5827,1246,2578,1038,3.0212,,INLAND,3,,112900,117145
-121.82,39.75,37,2236,372,974,379,3.2016,,INLAND,3,,97000,101715
-118.37,34.08,28,4376,1202,1847,1128,2.6713,,<1H OCEAN,2,,312500,316818.02
-118.34,33.99,47,1107,199,437,178,3.7344,,<1H OCEAN,3,,179400,180104
-121.24,37.98,33,450,123,236,103,1.1964,,INLAND,1,,80400,81551
-122.31,38.27,34,1748,284,783,303,4.3585,,NEAR BAY,3,,194400,189213
-122.01,37.38,32,726,204,538,203,4.505,,<1H OCEAN,4,,230400,253663
-118.34,34.16,44,1717,391,848,353,3.6111,,<1H OCEAN,3,,254500,274580.02
-120.88,38.16,8,2029,387,1000,364,4.0109,,INLAND,3,,125900,151106
-117.77,33.71,5,4050,584,1986,598,7.5847,,<1H OCEAN,5,,375700,316314
-118.13,33.96,36,1933,341,958,335,4.4732,,<1H OCEAN,3,,266000,241133
-117.05,33.02,18,917,121,388,131,6.3517,,<1H OCEAN,5,,260100,251676.01
-118.41,33.9,39,2040,336,926,351,7.5552,,<1H OCEAN,5,,500001,444794.38
-122.06,37.39,26,18,4,8,4,3.75,,NEAR BAY,3,,375000,190556.06
-122.3,37.97,34,2854,528,1211,452,3.5353,,NEAR BAY,3,,164700,161158
-121.81,39.71,18,1222,250,708,281,2.0288,,INLAND,2,,116700,80637
-118.35,34.09,35,2705,785,1526,793,3.0349,,<1H OCEAN,3,,266700,327218.04
-117.02,33.76,20,1317,203,453,158,2.8393,,INLAND,2,,120700,134990
-121.68,36.67,26,5745,1017,2780,996,5,,<1H OCEAN,4,,202300,246813.02
-118.43,34.22,34,2300,429,1447,455,4.2656,,<1H OCEAN,3,,233700,199024
-117.15,34.83,30,5370,1062,2778,944,3.099,,INLAND,3,,66800,89704
-121.89,37.35,47,2879,631,2229,606,3.2599,,<1H OCEAN,3,,183100,201868
-118.29,33.98,30,1162,318,1207,289,1.223,,<1H OCEAN,1,,100000,108312
-122.23,37.82,52,3242,366,1001,352,12.2138,,NEAR BAY,5,,500001,500001
-120.83,37.07,16,3736,761,1942,730,2.5598,,INLAND,2,,120200,107580
-118.04,34.09,34,2001,388,1461,397,3.8304,,INLAND,3,,183000,295459
-118.21,34.09,37,1822,498,1961,506,1.9881,,<1H OCEAN,2,,159200,151646
-117.88,33.79,32,1484,295,928,295,5.1418,,<1H OCEAN,4,,190300,211244
-120.98,39.93,25,2220,511,912,449,1.8914,,INLAND,2,,87800,71298
-115.57,32.79,34,1152,208,621,208,3.6042,,INLAND,3,,73600,88722
-121.51,38.49,21,4426,790,1856,761,4.1,,INLAND,3,,158300,167323
-120.04,39.24,30,2369,469,510,213,2.65,,INLAND,2,,123800,125322
-122.29,37.54,43,2268,438,1151,449,4.9091,,NEAR OCEAN,4,,293200,329414.04
-118.28,33.92,37,742,151,729,144,3.055,,<1H OCEAN,3,,105400,117808
-121.8,39.75,11,7212,1355,3264,1264,3.1125,,INLAND,3,,122600,117797
-119.38,36.56,25,1180,222,611,212,2.0729,,INLAND,2,,84700,66190
-120.99,37.68,30,1975,375,732,326,2.6932,,INLAND,2,,94900,115557
-121.75,37.68,35,1755,299,702,263,5.2443,,INLAND,4,,183400,213014
-118.98,35.39,29,607,177,476,143,1.1875,,INLAND,1,,50700,54109.99
-117.07,32.67,28,2758,623,2179,631,2.3814,,NEAR OCEAN,2,,112300,115157
-118.28,34.01,50,2601,794,3080,770,1.8656,,<1H OCEAN,2,,122900,126902
-117.2,34.14,18,1920,333,890,323,5.159,,INLAND,4,,144800,143037
-119.32,36.25,21,1231,,609,206,2.8365,,INLAND,2,,90000,78904
-121.51,38.55,45,3032,631,1341,597,2.8417,,INLAND,2,,137900,105294
-114.56,33.69,17,720,174,333,117,1.6509,,INLAND,2,,85700,62145
-118.36,34.05,48,1825,404,728,363,3.3824,,<1H OCEAN,3,,322600,276304.03
-121.75,36.93,24,4026,881,2264,863,3.1327,,<1H OCEAN,3,,218100,199785
-118.18,33.83,44,1497,277,542,274,5.0052,,NEAR OCEAN,4,,321800,305845.02
-118.16,34.03,41,1377,293,1142,272,3.1724,,<1H OCEAN,3,,141600,163978
-118.65,34.27,23,1724,265,934,306,6.0783,,<1H OCEAN,5,,229200,250326.01
-118.29,34.11,49,2850,379,1113,380,12.9591,,<1H OCEAN,5,,500001,500001
-117.3,34.05,7,4672,1121,2534,1046,3.4228,,INLAND,3,,115700,115374
-121.21,38.67,11,5500,956,2827,946,4.1071,,INLAND,3,,145800,162163
-118.3,33.81,17,5544,1068,3008,1038,5.322,,<1H OCEAN,4,,282700,278534.01
-118.35,34.01,35,3776,,1583,749,3.5486,,<1H OCEAN,3,,332100,266893
-117.13,32.71,44,1697,413,1396,363,1.5474,,NEAR OCEAN,2,,83300,88679
-118.34,34.03,48,1426,331,784,356,1.6581,,<1H OCEAN,2,,118800,148517
-121.9,37.28,34,4613,749,2050,725,5.3922,,<1H OCEAN,4,,302900,288146
-118.5,34.21,36,1254,229,629,245,4.9643,,<1H OCEAN,4,,236100,237733.01
-118.36,34.03,38,2365,638,2259,607,2.0879,,<1H OCEAN,2,,120700,137938
-118.34,33.99,34,397,132,250,121,1.675,,<1H OCEAN,2,,166700,171359.02
-122.07,38.26,15,1173,146,450,154,6.0487,,INLAND,5,,197700,209538
-121.95,38.43,19,3011,551,1665,535,5.1534,,INLAND,4,,232800,188735
-123.2,39.16,14,1908,484,1195,467,1.7929,,<1H OCEAN,2,,82300,107323
-117.92,33.85,38,2082,532,1592,510,2.3704,,<1H OCEAN,2,,166100,187921
-117.23,33.78,23,3465,703,2672,607,1.9767,,INLAND,2,,81500,98579
-121.76,38.25,32,1495,333,905,281,2.625,,INLAND,2,,212500,94688
-122.02,37.34,26,1992,328,980,342,6.2475,,<1H OCEAN,5,,350000,334017.03
-119.81,36.81,33,3972,594,1324,561,5.4513,,INLAND,4,,143300,193316
-122.49,37.76,49,1724,295,795,297,4.3977,,NEAR BAY,3,,353600,345244.05
-118.11,33.83,36,1726,287,820,288,5.5767,,<1H OCEAN,4,,218100,258807
-122.95,39.13,17,380,69,225,72,3.25,,INLAND,3,,137500,126925
-121.37,38.39,15,1883,254,893,256,6.2575,,INLAND,5,,143500,215190
-118.18,34.08,31,1318,311,1164,289,2.9939,,<1H OCEAN,2,,135500,166556
-118.42,34.16,17,277,70,119,59,4.0208,,<1H OCEAN,3,,341700,304975.07
-118.27,34.05,47,661,359,1406,307,1.3169,,<1H OCEAN,1,,112500,192496
-122.5,37.79,52,8,1,13,1,15.0001,,NEAR BAY,5,,500001,364939.46
-116.29,33.74,6,12991,2555,4571,1926,4.7195,,INLAND,4,,199300,218599.01
-122.33,37.58,27,5144,1481,2518,1447,3.4836,,NEAR OCEAN,3,,287900,342541.16
-118.36,34.05,50,3518,812,1724,758,3.0833,,<1H OCEAN,3,,338100,306514.08
-117.75,34.06,52,24,6,46,7,1.625,,INLAND,2,,67500,219845
-122.2,37.43,38,3626,528,1350,532,7.3681,,NEAR OCEAN,5,,500001,463679.31
-117.68,34.01,20,7326,1555,5718,1538,3.2073,,INLAND,3,,123500,148870
-118.26,33.92,40,1076,244,705,255,1.7986,,<1H OCEAN,2,,98900,95658
-117.36,33.17,24,2046,442,812,367,2.3182,,NEAR OCEAN,2,,500001,232830
-122.43,37.75,52,2700,595,1181,575,3.575,,NEAR BAY,3,,396800,364037
-121.63,39.75,37,1296,296,569,257,1.8616,,INLAND,2,,70500,70379
-117.15,32.81,34,1629,318,900,282,3.1458,,NEAR OCEAN,3,,178300,176356.01
-117.67,34.03,20,8561,1411,4861,1450,4.7056,,INLAND,4,,165500,168142
-117.32,33.99,27,5464,850,2400,836,4.711,,INLAND,4,,133500,149735
-118.32,34.09,30,1871,766,2595,819,2.0044,,<1H OCEAN,2,,212500,227092.01
-118.43,34.22,36,1372,295,774,306,3.6618,,<1H OCEAN,3,,187300,201048
-122.47,37.65,27,8103,1655,5023,1605,4.6452,,NEAR OCEAN,4,,236200,299069.03
-118.22,33.93,39,1921,483,2286,470,3.0167,,<1H OCEAN,3,,130000,139740
-118.39,34.17,40,1696,372,835,385,3.6563,,<1H OCEAN,3,,222400,268989.05
-118.09,33.8,36,1724,322,838,328,4.4831,,<1H OCEAN,3,,253900,215289
-118.06,33.83,21,3941,655,1897,670,4.88,,<1H OCEAN,4,,343900,214541
-122.13,37.68,44,2147,399,1175,401,4.1974,,NEAR BAY,3,,179300,201171.01
-122.29,37.92,35,583,88,235,84,5.943,,NEAR BAY,4,,288200,356670.12
-117.77,34.06,27,2178,629,2379,591,1.9766,,INLAND,2,,108000,112766
-117.3,33.85,15,3991,751,2317,657,2.9542,,INLAND,2,,127900,118665
-118.45,34.25,21,2143,565,1803,497,3.9833,,<1H OCEAN,3,,162500,185534
-117.07,32.81,15,2000,402,778,369,4.3594,,<1H OCEAN,3,,224200,161967
-117.96,33.75,25,1323,208,852,229,4.6167,,<1H OCEAN,4,,237300,205284
-122.29,37.56,12,6474,1467,2516,1390,5.0353,,NEAR BAY,4,,305800,322631.14
-122.04,36.96,44,1294,269,645,259,3.2437,,NEAR OCEAN,3,,223900,252747
-117.86,33.74,32,691,151,926,148,4.125,,<1H OCEAN,3,,175900,167324
-118.34,34,49,2465,372,1018,359,4,,<1H OCEAN,3,,296800,201131.01
-117.08,32.58,22,2128,477,1420,450,3.2687,,NEAR OCEAN,3,,131000,134851
-117.99,33.74,26,4065,741,1960,739,4.506,,<1H OCEAN,4,,240000,208971
-120.27,38.31,13,3297,662,267,97,3.075,,INLAND,3,,108300,130146
-121.24,39.37,16,2785,616,1387,530,2.3886,,INLAND,2,,89400,86657
-122.22,37.48,47,2570,783,3107,724,2.8058,,NEAR OCEAN,2,,229500,236386
-117.18,32.76,17,711,254,327,227,2.6493,,NEAR OCEAN,2,,67500,200458.11
-122.25,37.81,28,5806,1603,2563,1497,3.2177,,NEAR BAY,3,,273400,278179.05
-122.27,37.48,26,3542,507,1392,524,8.5184,,NEAR OCEAN,5,,500001,437150.24
-120.62,35.28,28,3952,592,1469,571,6.3144,,NEAR OCEAN,5,,328800,422645.42
-117.31,34.43,16,5130,1172,3126,1046,1.6784,,INLAND,2,,71900,85302
-118.75,34.17,18,6217,858,2703,834,6.8075,,NEAR OCEAN,5,,325900,375522.05
-122.28,37.78,50,1487,306,730,327,2.5139,,NEAR BAY,2,,219000,152046
-116.38,33.74,7,17579,3479,3581,1820,4.084,,INLAND,3,,194500,169347.04
-116.86,33.73,13,2604,443,978,417,2.933,,INLAND,2,,170700,125704
-122.4,37.76,52,1185,246,480,253,4.4074,,NEAR BAY,3,,277300,288066.02
-118.24,33.99,41,1425,372,1803,353,1.6731,,<1H OCEAN,2,,88200,106198
-118.25,34.13,36,2946,1025,2542,912,2.2244,,<1H OCEAN,2,,255900,211539
-118.09,33.99,35,2787,639,1923,614,3.5757,,<1H OCEAN,3,,177900,177893
-117.86,33.9,25,3205,409,1291,408,7.2478,,<1H OCEAN,5,,299200,331075.01
-117.69,33.54,20,1767,280,801,284,6.5394,,<1H OCEAN,5,,272000,283113.02
-121.37,38.58,37,2839,390,1006,400,7.3343,,INLAND,5,,280400,319654.01
-117.18,33.78,7,1697,424,808,354,1.3417,,INLAND,1,,169300,114168
-118.1,33.79,35,2370,379,996,380,5.7368,,<1H OCEAN,4,,287200,300670.01
-118.16,34.06,27,1675,274,785,275,5.828,,<1H OCEAN,4,,301100,301063.02
-116.53,33.88,5,4423,763,1906,667,4.6855,,INLAND,4,,125200,192339
-117.92,33.75,23,893,223,1149,216,2.6442,,<1H OCEAN,2,,156300,168136
-119.77,36.3,24,2202,471,1052,439,2.1038,,INLAND,2,,62000,77627
-116.95,33.68,11,1183,178,543,147,4.4792,,INLAND,3,,173900,198887
-119.14,34.49,17,321,44,92,39,7.75,,<1H OCEAN,5,,375000,370070.22
-117.17,32.82,21,2869,596,1471,577,3.0375,,NEAR OCEAN,3,,197600,205398
-121.23,38.67,27,5266,971,2432,948,3.8954,,INLAND,3,,133000,155226
-117.82,33.85,21,2603,404,1350,390,6.057,,<1H OCEAN,5,,235900,274059
-118.19,34.02,34,1478,369,1735,348,1.8875,,<1H OCEAN,2,,136700,149021
-122.27,37.78,52,1408,280,718,265,2.6806,,NEAR BAY,2,,207900,181324.01
-122.47,37.69,35,1720,421,1452,425,3.5909,,NEAR OCEAN,3,,256100,254418
-117.97,33.68,23,1722,316,865,309,4.6452,,<1H OCEAN,4,,273800,267850.07
